timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1686089737318,1541,Get Sell Request,200,OK,Sell Resources Thread Group 1-196,text,true,,7475,973,200,200,http://localhost:8080/api/sells,1541,0,0
1686089737319,1553,Get Sell Request,200,OK,Sell Resources Thread Group 1-21,text,true,,7475,973,200,200,http://localhost:8080/api/sells,1553,0,0
1686089737361,1540,Get Sell Request,200,OK,Sell Resources Thread Group 1-197,text,true,,7475,973,200,200,http://localhost:8080/api/sells,1540,0,0
1686089737416,1488,Get Sell Request,200,OK,Sell Resources Thread Group 1-108,text,true,,7475,973,200,200,http://localhost:8080/api/sells,1488,0,0
1686089737433,1473,Get Sell Request,200,OK,Sell Resources Thread Group 1-121,text,true,,7475,973,200,200,http://localhost:8080/api/sells,1472,0,0
1686089737420,1497,Get Sell Request,200,OK,Sell Resources Thread Group 1-198,text,true,,7475,973,200,200,http://localhost:8080/api/sells,1496,0,0
1686089737446,1479,Get Sell Request,200,OK,Sell Resources Thread Group 1-44,text,true,,7475,973,200,200,http://localhost:8080/api/sells,1478,0,0
1686089737461,1478,Get Sell Request,200,OK,Sell Resources Thread Group 1-122,text,true,,7475,973,200,200,http://localhost:8080/api/sells,1478,0,0
1686089737456,1488,Get Sell Request,200,OK,Sell Resources Thread Group 1-73,text,true,,7475,973,200,200,http://localhost:8080/api/sells,1487,0,0
1686089737466,1512,Get Sell Request,200,OK,Sell Resources Thread Group 1-199,text,true,,7475,973,200,200,http://localhost:8080/api/sells,1511,0,0
1686089737479,1518,Get Sell Request,200,OK,Sell Resources Thread Group 1-200,text,true,,7475,973,200,200,http://localhost:8080/api/sells,1518,0,0
1686089737473,1534,Get Sell Request,200,OK,Sell Resources Thread Group 1-74,text,true,,7475,973,200,200,http://localhost:8080/api/sells,1534,0,0
1686089737500,1532,Get Sell Request,200,OK,Sell Resources Thread Group 1-15,text,true,,7475,973,200,200,http://localhost:8080/api/sells,1532,0,0
1686089737502,1534,Get Sell Request,200,OK,Sell Resources Thread Group 1-75,text,true,,7475,973,200,200,http://localhost:8080/api/sells,1533,0,0
1686089737488,1555,Get Sell Request,200,OK,Sell Resources Thread Group 1-16,text,true,,7475,973,200,200,http://localhost:8080/api/sells,1554,0,0
1686089737537,1526,Get Sell Request,200,OK,Sell Resources Thread Group 1-123,text,true,,7475,973,200,200,http://localhost:8080/api/sells,1526,0,0
1686089737543,1540,Get Sell Request,200,OK,Sell Resources Thread Group 1-124,text,true,,7475,973,200,200,http://localhost:8080/api/sells,1540,0,0
