Processed,Id,Req. Timestamp,Method,URL,Code,Reason,RTT,Size Resp. Header,Size Resp. Body,Highest Alert,Note,Tags
Processed,85621,Wed May 31 09:58:40 BST 2023,GET,http://localhost:8080/main.7e1102e0.js,200,OK,71,844,5153433,,false,
Processed,85622,Wed May 31 09:58:40 BST 2023,GET,http://localhost:8080/,200,OK,8,853,6033,,false,
Processed,85623,Wed May 31 09:58:52 BST 2023,GET,http://localhost:8080/favicon.ico,200,OK,31,831,1574,,false,
Processed,85624,Wed May 31 09:58:44 BST 2023,GET,http://localhost:8080/,200,OK,33,853,6033,,false,
Processed,85625,Wed May 31 09:58:52 BST 2023,GET,http://localhost:8080/content/images/logo-jhipster.png,200,OK,47,827,605,,false,
Processed,85626,Wed May 31 09:58:44 BST 2023,GET,http://localhost:8080/content/css/loading.css,200,OK,13,827,3629,,false,
Processed,85627,Wed May 31 09:58:44 BST 2023,GET,http://localhost:8080/main.7e1102e0.js,200,OK,71,844,5153433,,false,
Processed,85628,Wed May 31 09:58:52 BST 2023,GET,http://localhost:8080/content/images/logo-jhipster.png,200,OK,15,827,605,,false,
Out of Context,85629,Wed May 31 09:58:52 BST 2023,GET,https://location.services.mozilla.com/v1/country?key=7e40f68c-7938-4c5d-9f95-e61647c213eb,403,Forbidden,0,130,40,,false,
Processed,85630,Wed May 31 09:58:52 BST 2023,GET,http://localhost:8080/c0285e5e9ebdce9056be.svg,200,OK,0,833,12225,,false,
Processed,85631,Wed May 31 09:58:45 BST 2023,GET,http://localhost:8080/content/css/loading.css,200,OK,14,827,3629,,false,
Processed,85632,Wed May 31 09:58:45 BST 2023,GET,http://localhost:8080/main.7e1102e0.js,200,OK,43,844,5153433,,false,
Processed,85633,Wed May 31 09:58:45 BST 2023,GET,http://localhost:8080/i18n/John%20Doe.json?_=fd90a1c60a90c4bbdd5de321eb244891,404,Not Found,19,841,163,,false,
Processed,85634,Wed May 31 09:58:53 BST 2023,GET,http://localhost:8080/content/images/logo-jhipster.png,200,OK,32,827,605,,false,
Processed,85635,Wed May 31 09:58:53 BST 2023,GET,http://localhost:8080/c0285e5e9ebdce9056be.svg,200,OK,16,833,12225,,false,
Processed,85636,Wed May 31 09:58:53 BST 2023,GET,http://localhost:8080/c0285e5e9ebdce9056be.svg,200,OK,16,833,12225,,false,
Processed,85637,Wed May 31 09:58:46 BST 2023,GET,http://localhost:8080/content/css/loading.css,200,OK,30,827,3629,,false,
Processed,85638,Wed May 31 09:58:46 BST 2023,GET,http://localhost:8080/content/css/loading.css,200,OK,38,827,3629,,false,
Processed,85639,Wed May 31 09:58:46 BST 2023,GET,http://localhost:8080/main.7e1102e0.js,200,OK,61,844,5153433,,false,
Processed,85640,Wed May 31 09:58:46 BST 2023,GET,http://localhost:8080/main.7e1102e0.js,200,OK,47,844,5153433,,false,
Processed,85641,Wed May 31 09:58:47 BST 2023,GET,http://localhost:8080/content/css/loading.css,200,OK,8,827,3629,,false,
Processed,85642,Wed May 31 09:58:47 BST 2023,GET,http://localhost:8080/main.7e1102e0.js,200,OK,37,844,5153433,,false,
Processed,85643,Wed May 31 09:58:47 BST 2023,GET,http://localhost:8080/i18n/en.json?_=fd90a1c60a90c4bbdd5de321eb244891,200,OK,8,836,20600,,false,
Processed,85644,Wed May 31 09:58:47 BST 2023,GET,http://localhost:8080/management/info,200,OK,16,834,105,,false,
Processed,85645,Wed May 31 09:58:47 BST 2023,GET,http://localhost:8080/api/account,200,OK,64,834,397,,false,
Processed,85646,Wed May 31 09:58:54 BST 2023,GET,http://localhost:8080/favicon.ico,200,OK,16,831,1574,,false,
Processed,85647,Wed May 31 09:58:54 BST 2023,GET,http://localhost:8080/content/images/logo-jhipster.png,200,OK,0,827,605,,false,
Processed,85648,Wed May 31 09:58:48 BST 2023,GET,http://localhost:8080/content/css/loading.css,200,OK,19,827,3629,,false,
Processed,85649,Wed May 31 09:58:48 BST 2023,GET,http://localhost:8080/main.7e1102e0.js,200,OK,28,844,5153433,,false,
Processed,85650,Wed May 31 09:58:48 BST 2023,GET,http://localhost:8080/content/css/loading.css,200,OK,0,827,3629,,false,
Processed,85651,Wed May 31 09:58:48 BST 2023,GET,http://localhost:8080/main.7e1102e0.js,200,OK,31,844,5153433,,false,
Processed,85652,Wed May 31 09:58:54 BST 2023,GET,http://localhost:8080/content/images/logo-jhipster.png,200,OK,0,827,605,,false,
Processed,85653,Wed May 31 09:58:54 BST 2023,GET,http://localhost:8080/content/images/logo-jhipster.png,200,OK,16,827,605,,false,
Processed,85654,Wed May 31 09:58:49 BST 2023,GET,http://localhost:8080/content/css/loading.css,200,OK,18,827,3629,,false,
Processed,85655,Wed May 31 09:58:49 BST 2023,GET,http://localhost:8080/content/css/loading.css,200,OK,16,827,3629,,false,
Processed,85656,Wed May 31 09:58:49 BST 2023,GET,http://localhost:8080/main.7e1102e0.js,200,OK,61,844,5153433,,false,
Processed,85657,Wed May 31 09:58:49 BST 2023,GET,http://localhost:8080/main.7e1102e0.js,200,OK,63,844,5153433,,false,
Processed,85658,Wed May 31 09:58:49 BST 2023,GET,http://localhost:8080/content/css/loading.css,200,OK,16,827,3629,,false,
Processed,85659,Wed May 31 09:58:49 BST 2023,GET,http://localhost:8080/main.7e1102e0.js,200,OK,47,844,5153433,,false,
Processed,85660,Wed May 31 09:58:49 BST 2023,GET,http://localhost:8080/content/css/loading.css,200,OK,0,827,3629,,false,
Processed,85661,Wed May 31 09:58:49 BST 2023,GET,http://localhost:8080/main.7e1102e0.js,200,OK,46,844,5153433,,false,
Processed,85662,Wed May 31 09:58:49 BST 2023,GET,http://localhost:8080/content/css/loading.css,200,OK,31,827,3629,,false,
Processed,85663,Wed May 31 09:58:49 BST 2023,GET,http://localhost:8080/main.7e1102e0.js,200,OK,46,844,5153433,,false,
Processed,85664,Wed May 31 09:58:49 BST 2023,GET,http://localhost:8080/i18n/John%20Doe.json?_=fd90a1c60a90c4bbdd5de321eb244891,404,Not Found,32,841,163,,false,
Processed,85665,Wed May 31 09:58:49 BST 2023,GET,http://localhost:8080/,200,OK,0,853,6033,,false,
Processed,85666,Wed May 31 09:58:50 BST 2023,GET,http://localhost:8080/,200,OK,16,853,6033,,false,
Processed,85667,Wed May 31 09:58:54 BST 2023,GET,http://localhost:8080/content/images/logo-jhipster.png,200,OK,9,827,605,,false,
Processed,85668,Wed May 31 09:58:54 BST 2023,GET,http://localhost:8080/favicon.ico,200,OK,0,831,1574,,false,
Processed,85669,Wed May 31 09:58:54 BST 2023,GET,http://localhost:8080/content/images/logo-jhipster.png,200,OK,79,827,605,,false,
Processed,85670,Wed May 31 09:58:54 BST 2023,GET,http://localhost:8080/content/images/logo-jhipster.png,200,OK,46,827,605,,false,
Processed,85671,Wed May 31 09:58:54 BST 2023,GET,http://localhost:8080/content/images/logo-jhipster.png,200,OK,63,827,605,,false,
Processed,85672,Wed May 31 09:58:54 BST 2023,GET,http://localhost:8080/content/images/logo-jhipster.png,200,OK,31,827,605,,false,
Processed,85673,Wed May 31 09:58:54 BST 2023,GET,http://localhost:8080/content/images/logo-jhipster.png,200,OK,16,827,605,,false,
Processed,85674,Wed May 31 09:58:54 BST 2023,GET,http://localhost:8080/content/images/logo-jhipster.png,200,OK,16,827,605,,false,
Processed,85675,Wed May 31 09:58:51 BST 2023,GET,http://localhost:8080/i18n/en.json?_=fd90a1c60a90c4bbdd5de321eb244891,200,OK,16,836,20600,,false,
Out of Context,85676,Wed May 31 09:58:55 BST 2023,GET,https://location.services.mozilla.com/v1/country?key=7e40f68c-7938-4c5d-9f95-e61647c213eb,403,Forbidden,0,130,40,,false,
Out of Context,85677,Wed May 31 09:58:55 BST 2023,GET,https://firefox.settings.services.mozilla.com/v1/buckets/monitor/collections/changes/changeset?_expected=0,403,Forbidden,0,130,40,,false,
Out of Context,85678,Wed May 31 09:58:55 BST 2023,GET,https://aus5.mozilla.org/update/3/SystemAddons/113.0.2/20230522134052/WINNT_x86_64-msvc-x64/pt-PT/release/Windows_NT%2010.0.0.0.22621.1702%20(x64)/default/default/update.xml,403,Forbidden,0,130,40,,false,
Processed,85679,Wed May 31 09:58:55 BST 2023,GET,http://localhost:8080/c0285e5e9ebdce9056be.svg,200,OK,15,833,12225,,false,
Processed,85680,Wed May 31 09:58:56 BST 2023,GET,http://localhost:8080/c0285e5e9ebdce9056be.svg,200,OK,0,833,12225,,false,
Processed,85681,Wed May 31 09:58:56 BST 2023,GET,http://localhost:8080/c0285e5e9ebdce9056be.svg,200,OK,0,833,12225,,false,
Processed,85682,Wed May 31 09:58:56 BST 2023,GET,http://localhost:8080/c0285e5e9ebdce9056be.svg,200,OK,31,833,12225,,false,
Processed,85683,Wed May 31 09:58:56 BST 2023,GET,http://localhost:8080/c0285e5e9ebdce9056be.svg,200,OK,0,833,12225,,false,
Processed,85684,Wed May 31 09:58:51 BST 2023,GET,http://localhost:8080/management/info,200,OK,15,834,105,,false,
Processed,85685,Wed May 31 09:58:51 BST 2023,GET,http://localhost:8080/api/account,200,OK,63,834,397,,false,
Processed,85686,Wed May 31 09:58:56 BST 2023,GET,http://localhost:8080/c0285e5e9ebdce9056be.svg,200,OK,0,833,12225,,false,
Processed,85687,Wed May 31 09:58:56 BST 2023,GET,http://localhost:8080/c0285e5e9ebdce9056be.svg,200,OK,15,833,12225,,false,
Processed,85688,Wed May 31 09:58:57 BST 2023,GET,http://localhost:8080/c0285e5e9ebdce9056be.svg,200,OK,16,833,12225,,false,
Processed,85689,Wed May 31 09:58:57 BST 2023,GET,http://localhost:8080/c0285e5e9ebdce9056be.svg,200,OK,0,833,12225,,false,
Processed,85690,Wed May 31 09:58:57 BST 2023,GET,http://localhost:8080/c0285e5e9ebdce9056be.svg,200,OK,31,833,12225,,false,
Out of Context,85691,Wed May 31 09:58:58 BST 2023,POST,https://shavar.services.mozilla.com/downloads?client=navclient-auto-ffox&appver=113.0&pver=2.2,403,Forbidden,0,130,40,,false,
Processed,85692,Wed May 31 09:58:58 BST 2023,GET,http://localhost:8080/c0285e5e9ebdce9056be.svg,200,OK,16,833,12225,,false,
Processed,85693,Wed May 31 09:58:52 BST 2023,GET,http://localhost:8080/content/css/loading.css,200,OK,15,827,3629,,false,
Processed,85694,Wed May 31 09:58:52 BST 2023,GET,http://localhost:8080/main.7e1102e0.js,200,OK,66,844,5153433,,false,
Processed,85695,Wed May 31 09:58:52 BST 2023,GET,http://localhost:8080/,200,OK,15,853,6033,,false,
Processed,85696,Wed May 31 09:58:52 BST 2023,GET,http://localhost:8080/content/css/loading.css,200,OK,15,827,3629,,false,
Processed,85697,Wed May 31 09:58:52 BST 2023,GET,http://localhost:8080/i18n/en.json?_=fd90a1c60a90c4bbdd5de321eb244891,200,OK,16,836,20600,,false,
Processed,85698,Wed May 31 09:58:52 BST 2023,GET,http://localhost:8080/main.7e1102e0.js,200,OK,47,844,5153433,,false,
Processed,85699,Wed May 31 09:58:52 BST 2023,GET,http://localhost:8080/i18n/John%20Doe.json?_=fd90a1c60a90c4bbdd5de321eb244891,404,Not Found,16,841,163,,false,
Processed,85700,Wed May 31 09:58:58 BST 2023,GET,http://localhost:8080/favicon.ico,200,OK,15,831,1574,,false,
Processed,85701,Wed May 31 09:58:52 BST 2023,GET,http://localhost:8080/management/info,200,OK,3,834,105,,false,
Processed,85702,Wed May 31 09:58:52 BST 2023,GET,http://localhost:8080/api/account,200,OK,142,834,397,,false,
Processed,85703,Wed May 31 09:58:58 BST 2023,GET,http://localhost:8080/content/images/logo-jhipster.png,200,OK,0,827,605,,false,
Processed,85704,Wed May 31 09:58:59 BST 2023,GET,http://localhost:8080/content/images/logo-jhipster.png,200,OK,16,827,605,,false,
Processed,85705,Wed May 31 09:58:53 BST 2023,GET,http://localhost:8080/i18n/en.json?_=fd90a1c60a90c4bbdd5de321eb244891,200,OK,27,836,20600,,false,
Processed,85706,Wed May 31 09:58:53 BST 2023,GET,http://localhost:8080/i18n/en.json?_=fd90a1c60a90c4bbdd5de321eb244891,200,OK,0,836,20600,,false,
Processed,85707,Wed May 31 09:58:53 BST 2023,GET,http://localhost:8080/management/info,200,OK,0,834,105,,false,
Processed,85708,Wed May 31 09:58:53 BST 2023,GET,http://localhost:8080/,200,OK,6,853,6033,,false,
Processed,85709,Wed May 31 09:59:01 BST 2023,GET,http://localhost:8080/c0285e5e9ebdce9056be.svg,200,OK,23,833,12225,,false,
Out of Context,85710,Wed May 31 09:59:01 BST 2023,GET,https://github.com/jhipster/generator-jhipster,403,Forbidden,0,130,40,,false,
Processed,85711,Wed May 31 09:59:02 BST 2023,GET,http://localhost:8080/c0285e5e9ebdce9056be.svg,200,OK,15,833,12225,,false,
Out of Context,85712,Wed May 31 09:59:03 BST 2023,GET,https://github.com/favicon.ico,403,Forbidden,0,130,40,,false,
Out of Context,85713,Wed May 31 09:59:05 BST 2023,GET,https://aus5.mozilla.org/update/3/SystemAddons/113.0.2/20230522134052/WINNT_x86_64-msvc-x64/pt-PT/release/Windows_NT%2010.0.0.0.22621.1702%20(x64)/default/default/update.xml,403,Forbidden,0,130,40,,false,
Processed,85714,Wed May 31 09:58:54 BST 2023,GET,http://localhost:8080/management/info,200,OK,0,834,105,,false,
Out of Context,85715,Wed May 31 09:59:05 BST 2023,GET,https://firefox.settings.services.mozilla.com/v1/buckets/monitor/collections/changes/changeset?_expected=0,403,Forbidden,0,130,40,,false,
Out of Context,85716,Wed May 31 09:59:05 BST 2023,GET,https://location.services.mozilla.com/v1/country?key=7e40f68c-7938-4c5d-9f95-e61647c213eb,403,Forbidden,0,130,40,,false,
Out of Context,85717,Wed May 31 09:59:08 BST 2023,GET,https://github.com/jhipster/generator-jhipster,403,Forbidden,0,130,40,,false,
Out of Context,85718,Wed May 31 09:59:08 BST 2023,GET,https://firefox.settings.services.mozilla.com/v1/buckets/monitor/collections/changes/changeset?_expected=0,403,Forbidden,0,130,40,,false,
Out of Context,85719,Wed May 31 09:59:08 BST 2023,GET,https://aus5.mozilla.org/update/3/SystemAddons/113.0.2/20230522134052/WINNT_x86_64-msvc-x64/pt-PT/release/Windows_NT%2010.0.0.0.22621.1702%20(x64)/default/default/update.xml,403,Forbidden,0,130,40,,false,
Out of Context,85720,Wed May 31 09:59:08 BST 2023,GET,https://location.services.mozilla.com/v1/country?key=7e40f68c-7938-4c5d-9f95-e61647c213eb,403,Forbidden,0,130,40,,false,
Out of Context,85721,Wed May 31 09:59:09 BST 2023,GET,https://github.com/jhipster/generator-jhipster,403,Forbidden,0,130,40,,false,
Processed,85722,Wed May 31 09:58:55 BST 2023,GET,http://localhost:8080/i18n/John%20Doe.json?_=fd90a1c60a90c4bbdd5de321eb244891,404,Not Found,31,841,163,,false,
Processed,85723,Wed May 31 09:58:55 BST 2023,GET,http://localhost:8080/content/css/loading.css,200,OK,14,827,3629,,false,
Processed,85724,Wed May 31 09:58:55 BST 2023,GET,http://localhost:8080/main.7e1102e0.js,200,OK,47,844,5153433,,false,
Processed,85725,Wed May 31 09:59:10 BST 2023,GET,http://localhost:8080/content/images/logo-jhipster.png,200,OK,79,827,605,,false,
Processed,85726,Wed May 31 09:58:55 BST 2023,GET,http://localhost:8080/i18n/en.json?_=fd90a1c60a90c4bbdd5de321eb244891,200,OK,15,836,20600,,false,
Processed,85727,Wed May 31 09:58:55 BST 2023,GET,http://localhost:8080/i18n/en.json?_=fd90a1c60a90c4bbdd5de321eb244891,200,OK,16,836,20600,,false,
Processed,85728,Wed May 31 09:58:55 BST 2023,GET,http://localhost:8080/management/info,200,OK,15,834,105,,false,
Processed,85729,Wed May 31 09:58:56 BST 2023,GET,http://localhost:8080/i18n/en.json?_=fd90a1c60a90c4bbdd5de321eb244891,200,OK,16,836,20600,,false,
Processed,85730,Wed May 31 09:58:56 BST 2023,GET,http://localhost:8080/content/css/loading.css,200,OK,18,827,3629,,false,
Processed,85731,Wed May 31 09:58:56 BST 2023,GET,http://localhost:8080/main.7e1102e0.js,200,OK,76,844,5153433,,false,
Processed,85732,Wed May 31 09:58:56 BST 2023,GET,http://localhost:8080/i18n/en.json?_=fd90a1c60a90c4bbdd5de321eb244891,200,OK,0,836,20600,,false,
Processed,85733,Wed May 31 09:58:56 BST 2023,GET,http://localhost:8080/i18n/en.json?_=fd90a1c60a90c4bbdd5de321eb244891,200,OK,16,836,20600,,false,
Processed,85734,Wed May 31 09:58:56 BST 2023,GET,http://localhost:8080/i18n/en.json?_=fd90a1c60a90c4bbdd5de321eb244891,200,OK,16,836,20600,,false,
Processed,85735,Wed May 31 09:58:56 BST 2023,GET,http://localhost:8080/management/info,200,OK,16,834,105,,false,
Processed,85736,Wed May 31 09:58:56 BST 2023,GET,http://localhost:8080/management/info,200,OK,16,834,105,,false,
Processed,85737,Wed May 31 09:58:56 BST 2023,GET,http://localhost:8080/i18n/en.json?_=fd90a1c60a90c4bbdd5de321eb244891,200,OK,0,836,20600,,false,
Processed,85738,Wed May 31 09:58:53 BST 2023,GET,http://localhost:8080/api/account,200,OK,2843,834,397,,false,
Processed,85739,Wed May 31 09:58:56 BST 2023,GET,http://localhost:8080/management/info,200,OK,18,834,105,,false,
Processed,85740,Wed May 31 09:58:56 BST 2023,GET,http://localhost:8080/,200,OK,18,853,6033,,false,
Processed,85741,Wed May 31 09:58:56 BST 2023,GET,http://localhost:8080/management/info,200,OK,32,834,105,,false,
Processed,85742,Wed May 31 09:58:56 BST 2023,GET,http://localhost:8080/api/account,200,OK,236,834,397,,false,
Processed,85743,Wed May 31 09:58:56 BST 2023,GET,http://localhost:8080/i18n/en.json?_=fd90a1c60a90c4bbdd5de321eb244891,200,OK,31,836,20600,,false,
Processed,85744,Wed May 31 09:59:11 BST 2023,GET,http://localhost:8080/favicon.ico,200,OK,32,831,1574,,false,
Processed,85745,Wed May 31 09:59:11 BST 2023,GET,http://localhost:8080/content/images/logo-jhipster.png,200,OK,15,827,605,,false,
Processed,85746,Wed May 31 09:58:56 BST 2023,GET,http://localhost:8080/management/info,200,OK,16,834,105,,false,
Processed,85747,Wed May 31 09:58:56 BST 2023,GET,http://localhost:8080/i18n/en.json?_=fd90a1c60a90c4bbdd5de321eb244891,200,OK,16,836,20600,,false,
Processed,85748,Wed May 31 09:58:56 BST 2023,GET,http://localhost:8080/i18n/en.json?_=fd90a1c60a90c4bbdd5de321eb244891,200,OK,28,836,20600,,false,
Processed,85749,Wed May 31 09:58:54 BST 2023,GET,http://localhost:8080/api/account,200,OK,2827,834,397,,false,
Processed,85750,Wed May 31 09:58:56 BST 2023,GET,http://localhost:8080/api/account,200,OK,408,834,397,,false,
Processed,85751,Wed May 31 09:58:57 BST 2023,GET,http://localhost:8080/management/info,200,OK,10,834,105,,false,
Processed,85752,Wed May 31 09:58:56 BST 2023,GET,http://localhost:8080/api/account,200,OK,879,834,397,,false,
Processed,85753,Wed May 31 09:58:56 BST 2023,GET,http://localhost:8080/api/account,200,OK,643,834,397,,false,
Processed,85754,Wed May 31 09:58:56 BST 2023,GET,http://localhost:8080/api/account,200,OK,408,834,397,,false,
Processed,85755,Wed May 31 09:58:55 BST 2023,GET,http://localhost:8080/api/account,200,OK,1319,834,397,,false,
Processed,85756,Wed May 31 09:58:57 BST 2023,GET,http://localhost:8080/api/account,200,OK,251,834,397,,false,
Processed,85757,Wed May 31 09:58:57 BST 2023,GET,http://localhost:8080/management/info,200,OK,16,834,105,,false,
Processed,85758,Wed May 31 09:58:57 BST 2023,GET,http://localhost:8080/api/account,200,OK,62,834,397,,false,
Processed,85759,Wed May 31 09:58:57 BST 2023,GET,http://localhost:8080/i18n/John%20Doe.json?_=fd90a1c60a90c4bbdd5de321eb244891,404,Not Found,16,841,163,,false,
Processed,85760,Wed May 31 09:58:57 BST 2023,GET,http://localhost:8080/management/info,200,OK,0,834,105,,false,
Processed,85761,Wed May 31 09:58:57 BST 2023,GET,http://localhost:8080/api/account,200,OK,79,834,397,,false,
Processed,85762,Wed May 31 09:58:58 BST 2023,GET,http://localhost:8080/i18n/en.json?_=fd90a1c60a90c4bbdd5de321eb244891,200,OK,15,836,20600,,false,
Processed,85763,Wed May 31 09:58:58 BST 2023,GET,http://localhost:8080/management/info,200,OK,19,834,105,,false,
Processed,85764,Wed May 31 09:58:58 BST 2023,GET,http://localhost:8080/api/account,200,OK,31,834,397,,false,
Processed,85765,Wed May 31 09:58:58 BST 2023,GET,http://localhost:8080/api/account,200,OK,47,834,397,,false,
Processed,85766,Wed May 31 09:58:58 BST 2023,GET,http://localhost:8080/management/info,200,OK,32,834,105,,false,
Processed,85767,Wed May 31 09:59:12 BST 2023,GET,http://localhost:8080/c0285e5e9ebdce9056be.svg,200,OK,16,833,12225,,false,
Processed,85768,Wed May 31 09:59:13 BST 2023,GET,http://localhost:8080/c0285e5e9ebdce9056be.svg,200,OK,15,833,12225,,false,
Processed,85769,Wed May 31 09:58:58 BST 2023,GET,http://localhost:8080/,200,OK,16,853,6033,,false,
Processed,85770,Wed May 31 09:58:58 BST 2023,GET,http://localhost:8080/content/css/loading.css,200,OK,16,827,3629,,false,
Processed,85771,Wed May 31 09:58:58 BST 2023,GET,http://localhost:8080/main.7e1102e0.js,200,OK,63,844,5153433,,false,
Processed,85772,Wed May 31 09:59:14 BST 2023,GET,http://localhost:8080/content/images/logo-jhipster.png,200,OK,31,827,605,,false,
Processed,85773,Wed May 31 09:58:59 BST 2023,GET,http://localhost:8080/i18n/John%20Doe.json?_=fd90a1c60a90c4bbdd5de321eb244891,404,Not Found,16,841,163,,false,
Processed,85774,Wed May 31 09:59:00 BST 2023,GET,http://localhost:8080/i18n/en.json?_=fd90a1c60a90c4bbdd5de321eb244891,200,OK,32,836,20600,,false,
Processed,85775,Wed May 31 09:59:00 BST 2023,GET,http://localhost:8080/,200,OK,31,853,6033,,false,
Processed,85776,Wed May 31 09:59:01 BST 2023,GET,http://localhost:8080/,200,OK,16,853,6033,,false,
Processed,85777,Wed May 31 09:59:01 BST 2023,GET,http://localhost:8080/content/css/loading.css,200,OK,0,827,3629,,false,
Processed,85778,Wed May 31 09:59:01 BST 2023,GET,http://localhost:8080/main.7e1102e0.js,200,OK,63,844,5153433,,false,
Processed,85779,Wed May 31 09:59:01 BST 2023,GET,http://localhost:8080/,200,OK,16,853,6033,,false,
Processed,85780,Wed May 31 09:59:01 BST 2023,GET,http://localhost:8080/i18n/en.json?_=fd90a1c60a90c4bbdd5de321eb244891,200,OK,56,836,20600,,false,
Processed,85781,Wed May 31 09:59:02 BST 2023,GET,http://localhost:8080/management/info,200,OK,16,834,105,,false,
Processed,85782,Wed May 31 09:59:02 BST 2023,GET,http://localhost:8080/api/account,200,OK,63,834,397,,false,
Processed,85783,Wed May 31 09:59:03 BST 2023,GET,http://localhost:8080/management/info,200,OK,16,834,105,,false,
Processed,85784,Wed May 31 09:59:03 BST 2023,GET,http://localhost:8080/api/account,200,OK,95,834,397,,false,
Processed,85785,Wed May 31 09:59:03 BST 2023,GET,http://localhost:8080/,200,OK,40,853,6033,,false,
Processed,85786,Wed May 31 09:59:03 BST 2023,GET,http://localhost:8080/,200,OK,32,853,6033,,false,
Processed,85787,Wed May 31 09:59:10 BST 2023,GET,http://localhost:8080/,200,OK,126,853,6033,,false,
Processed,85788,Wed May 31 09:59:10 BST 2023,GET,http://localhost:8080/,200,OK,94,853,6033,,false,
Processed,85789,Wed May 31 09:59:15 BST 2023,GET,http://localhost:8080/content/images/logo-jhipster.png,200,OK,7,827,605,,false,
Out of Context,85790,Wed May 31 09:59:15 BST 2023,GET,https://location.services.mozilla.com/v1/country?key=7e40f68c-7938-4c5d-9f95-e61647c213eb,403,Forbidden,0,130,40,,false,
Processed,85791,Wed May 31 09:59:15 BST 2023,GET,http://localhost:8080/c0285e5e9ebdce9056be.svg,200,OK,31,833,12225,,false,
Out of Context,85792,Wed May 31 09:59:16 BST 2023,GET,https://location.services.mozilla.com/v1/country?key=7e40f68c-7938-4c5d-9f95-e61647c213eb,403,Forbidden,0,130,40,,false,
Out of Context,85793,Wed May 31 09:59:16 BST 2023,GET,https://aus5.mozilla.org/update/3/SystemAddons/113.0.2/20230522134052/WINNT_x86_64-msvc-x64/pt-PT/release/Windows_NT%2010.0.0.0.22621.1702%20(x64)/default/default/update.xml,403,Forbidden,0,130,40,,false,
Out of Context,85794,Wed May 31 09:59:16 BST 2023,GET,https://firefox.settings.services.mozilla.com/v1/buckets/monitor/collections/changes/changeset?_expected=0,403,Forbidden,0,130,40,,false,
Processed,85795,Wed May 31 09:59:17 BST 2023,GET,http://localhost:8080/c0285e5e9ebdce9056be.svg,200,OK,32,833,12225,,false,
Processed,85796,Wed May 31 09:59:11 BST 2023,GET,http://localhost:8080/content/css/loading.css,200,OK,0,827,3629,,false,
Processed,85797,Wed May 31 09:59:11 BST 2023,GET,http://localhost:8080/main.7e1102e0.js,200,OK,47,844,5153433,,false,
Processed,85798,Wed May 31 09:59:17 BST 2023,GET,http://localhost:8080/content/images/logo-jhipster.png,200,OK,48,827,605,,false,
Processed,85799,Wed May 31 09:59:11 BST 2023,GET,http://localhost:8080/i18n/John%20Doe.json?_=fd90a1c60a90c4bbdd5de321eb244891,404,Not Found,31,841,163,,false,
Processed,85800,Wed May 31 09:59:11 BST 2023,GET,http://localhost:8080/i18n/John%20Doe.json?_=fd90a1c60a90c4bbdd5de321eb244891,404,Not Found,16,841,163,,false,
Processed,85801,Wed May 31 09:59:12 BST 2023,GET,http://localhost:8080/i18n/John%20Doe.json?_=fd90a1c60a90c4bbdd5de321eb244891,404,Not Found,63,841,163,,false,
Processed,85802,Wed May 31 09:59:12 BST 2023,GET,http://localhost:8080/i18n/John%20Doe.json?_=fd90a1c60a90c4bbdd5de321eb244891,404,Not Found,31,841,163,,false,
Processed,85803,Wed May 31 09:59:12 BST 2023,GET,http://localhost:8080/i18n/en.json?_=fd90a1c60a90c4bbdd5de321eb244891,200,OK,63,836,20600,,false,
Processed,85804,Wed May 31 09:59:12 BST 2023,GET,http://localhost:8080/i18n/John%20Doe.json?_=fd90a1c60a90c4bbdd5de321eb244891,404,Not Found,16,841,163,,false,
Processed,85805,Wed May 31 09:59:12 BST 2023,GET,http://localhost:8080/api/account,200,OK,47,834,397,,false,
Processed,85806,Wed May 31 09:59:12 BST 2023,GET,http://localhost:8080/i18n/John%20Doe.json?_=fd90a1c60a90c4bbdd5de321eb244891,404,Not Found,17,841,163,,false,
Processed,85807,Wed May 31 09:59:12 BST 2023,GET,http://localhost:8080/i18n/John%20Doe.json?_=fd90a1c60a90c4bbdd5de321eb244891,404,Not Found,17,841,163,,false,
Processed,85808,Wed May 31 09:59:12 BST 2023,GET,http://localhost:8080/i18n/John%20Doe.json?_=fd90a1c60a90c4bbdd5de321eb244891,404,Not Found,32,841,163,,false,
Processed,85809,Wed May 31 09:59:12 BST 2023,GET,http://localhost:8080/management/info,200,OK,32,834,105,,false,
Processed,85810,Wed May 31 09:59:12 BST 2023,GET,http://localhost:8080/i18n/en.json?_=fd90a1c60a90c4bbdd5de321eb244891,200,OK,110,836,20600,,false,
Processed,85811,Wed May 31 09:59:13 BST 2023,GET,http://localhost:8080/management/info,200,OK,16,834,105,,false,
Processed,85812,Wed May 31 09:59:13 BST 2023,GET,http://localhost:8080/api/account,200,OK,48,834,397,,false,
Processed,85813,Wed May 31 09:59:13 BST 2023,GET,http://localhost:8080/i18n/John%20Doe.json?_=fd90a1c60a90c4bbdd5de321eb244891,404,Not Found,38,841,163,,false,
Processed,85814,Wed May 31 09:59:19 BST 2023,GET,http://localhost:8080/c0285e5e9ebdce9056be.svg,200,OK,15,833,12225,,false,
Processed,85815,Wed May 31 09:59:14 BST 2023,GET,http://localhost:8080/content/css/loading.css,200,OK,31,827,3629,,false,
